ruta,xkoordsw,ykoordsw,cl1_sum,cl2_sum,cl3_sum,cl4_sum,cl5_sum,cl6_sum,cl7_sum,cl8_sum,cl9_sum,cl10_sum,cl11_sum,cl12_sum,cl13_sum,cl14_sum,cl15_sum,cl16_sum,cl17_sum,cl18_sum,cl19_sum,cl20_sum,cl21_sum,cl22_sum,cl23_sum,cl24_sum,cl25_sum,cl26_sum,cl27_sum,cl28_sum,cl29_sum,cl30_sum,cl31_sum,cl32_sum,cl33_sum,cl34_sum,cl35_sum,cl36_sum,cl37_sum,cl38_sum,cl39_sum,cl40_sum,population2019,Column 45
1000,6269000,508000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,7,9
1000,6269000,513000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6269000,522000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
1000,6269000,548000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3
1000,6269000,570000,1,1,1,1,1,0,0,0,1,4,2,2,1,1,0,2,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,3,0,0,2,30,31
1000,6269000,575000,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,17,12
250,6269250,556750,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,7
250,6269500,380750,0,0,1,1,0,2,1,1,1,3,1,0,0,0,1,2,2,0,0,0,2,0,0,2,1,1,0,2,0,0,1,1,0,1,2,1,1,0,1,1,29,33
250,6269500,381750,2,1,0,1,1,0,1,2,1,1,3,2,1,0,2,1,0,0,0,0,2,1,0,1,2,0,0,2,1,1,1,0,1,2,1,2,0,3,1,2,47,42
250,6269500,556250,0,2,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,30,25
1000,6270000,389000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6
1000,6270000,411000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
1000,6270000,414000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
1000,6270000,464000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4
1000,6270000,489000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4
1000,6270000,496000,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,13,10
1000,6270000,529000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6270000,531000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
1000,6270000,534000,1,1,0,2,0,1,0,1,0,0,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,11,17
1000,6270000,536000,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7
250,6270000,557250,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,0,1,1,24,19
1000,6270000,562000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3
1000,6270000,565000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
250,6270250,448250,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
250,6270500,422250,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3
250,6270500,587000,0,0,1,4,0,0,6,0,2,0,0,0,1,3,2,0,0,2,0,1,0,1,0,2,0,0,1,0,4,2,1,2,1,2,1,1,0,1,0,0,32,41
250,6271000,379000,2,2,3,5,2,3,5,3,1,3,5,2,1,5,2,4,2,4,3,3,2,3,1,2,1,7,1,2,1,2,2,2,3,4,2,2,3,2,5,2,103,109
1000,6271000,409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
250,6271000,448500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1000,6271000,462000,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,8
1000,6271000,491000,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,9
1000,6271000,492000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6
1000,6271000,508000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,6271000,522000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,4
1000,6271000,553000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,11,10
250,6271250,378500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4
250,6271250,527250,0,1,0,0,0,1,2,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,2,3,1,0,0,2,0,2,0,1,1,0,0,1,27,27
250,6271500,589500,0,1,1,2,0,1,3,2,3,1,0,0,1,0,2,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,2,28,30
1000,6272000,376000,0,0,0,0,2,1,0,1,0,0,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,13,15
1000,6272000,422000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4
1000,6272000,437000,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,0,0,1,0,0,1,1,0,0,0,1,3,1,1,0,2,1,17,24
1000,6272000,467000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1000,6272000,514000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,4
1000,6272000,541000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6272000,548000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,6,10
250,6272250,571000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,5
250,6272750,571500,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,1,1,1,3,0,0,2,2,1,0,0,1,1,2,1,0,0,0,0,0,0,29,24
1000,6273000,383000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,6
1000,6273000,408000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,6273000,443000,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,13,12
1000,6273000,451000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2
1000,6273000,461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1000,6273000,463000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3
1000,6273000,470000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1000,6273000,517000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,6273500,373750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,8,9
250,6273500,571500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,10,9
250,6273750,376500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,5
250,6274000,372750,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,7
1000,6274000,442000,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,15,17
250,6274250,376250,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,14,15
250,6274500,376500,1,1,1,0,2,2,1,3,1,1,2,1,2,1,1,1,2,1,1,1,2,1,4,3,0,0,1,3,3,5,1,3,0,2,0,1,1,1,0,1,55,58
250,6274500,590250,1,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,2,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,15,19
250,6274750,601000,1,0,0,0,0,0,0,0,0,2,1,2,1,0,2,0,1,1,2,1,1,1,1,2,1,0,1,2,3,1,1,0,1,0,0,2,0,3,0,1,33,35
250,6275000,372250,0,0,0,2,0,1,1,2,3,1,1,3,1,3,1,1,1,1,0,0,0,1,1,0,1,0,1,0,4,2,0,1,1,2,2,0,1,1,0,0,49,40
1000,6275000,375000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
1000,6275000,381000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,7,12
1000,6275000,460000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,10,12
1000,6275000,572000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6
1000,6275000,599000,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,21,15
250,6275250,534250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2
250,6275500,532500,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,0,0,1,0,0,0,1,18,16
250,6275500,534750,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,9,10
1000,6276000,372000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
1000,6276000,380000,1,0,0,0,2,0,2,2,2,1,0,2,1,0,3,0,0,1,0,0,0,1,0,1,2,1,0,0,1,1,0,0,0,0,1,1,0,2,1,0,24,29
1000,6276000,382000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,7,8
250,6276000,532000,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,23,17
1000,6276000,550000,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
1000,6276000,552000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4
1000,6276000,563000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2
250,6276250,563750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
250,6276500,533250,2,1,2,1,1,1,1,0,1,2,0,0,1,4,2,1,2,0,0,2,2,2,0,2,0,1,0,4,1,1,1,2,0,1,1,2,0,2,2,4,61,52
250,6276500,575500,0,0,1,0,1,1,0,2,1,0,0,0,1,0,0,0,1,2,0,0,1,1,0,1,0,3,1,0,1,1,1,0,1,1,1,1,2,0,1,2,34,29
250,6276750,373750,1,2,1,0,0,1,2,2,1,1,0,1,3,4,1,4,1,1,1,1,3,1,1,1,2,2,6,1,0,0,2,1,1,1,3,2,1,1,4,1,79,62
250,6276750,571250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1000,6277000,372000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3
1000,6277000,406000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1000,6277000,428000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
1000,6277000,434000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
1000,6277000,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
1000,6277000,497000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,4,6
250,6277000,533250,1,0,2,0,1,3,1,1,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,3,0,28,23
1000,6277000,575000,0,1,1,1,0,1,2,1,1,2,2,1,1,1,1,1,1,3,1,2,1,0,0,1,0,3,0,0,1,3,0,1,1,2,1,1,2,0,0,2,49,43
250,6277000,577250,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5
250,6277000,577750,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5
250,6277000,590500,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,9
250,6277250,373500,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,19,16
250,6277250,452250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
250,6277250,592250,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3
250,6277500,533500,0,2,1,0,1,3,1,1,0,1,2,0,0,2,2,1,4,2,1,2,0,0,2,3,0,1,0,2,0,1,2,1,0,2,0,0,1,0,1,0,56,42
250,6277500,572000,2,1,1,0,2,4,4,2,4,1,1,3,2,4,0,3,1,1,2,2,2,2,1,5,3,1,2,2,1,2,3,1,1,4,3,3,0,7,3,1,76,87
250,6277500,592750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3
250,6277750,494250,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7
250,6277750,533750,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,13,10
250,6277750,590000,0,0,0,2,0,1,2,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1,0,2,0,1,0,0,1,1,1,0,0,0,1,2,0,0,32,23
250,6277750,592750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,2
1000,6278000,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,6278000,450000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,6
1000,6278000,452000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,6
1000,6278000,476000,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,6
1000,6278000,567000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1000,6278000,601000,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,10
250,6278750,576500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,8,5
1000,6279000,440000,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,14,13
250,6279000,453750,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8
250,6279250,589750,1,1,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,1,0,4,0,0,17,22
250,6279250,590000,6,3,6,7,4,3,0,7,3,3,3,6,6,6,5,6,7,4,3,5,6,7,5,8,3,5,5,5,0,9,4,2,8,6,0,4,7,6,7,4,210,194
250,6279250,591250,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,1,2,2,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,19,17
250,6279500,577000,2,3,1,2,5,1,3,1,0,1,0,1,2,3,6,3,4,1,3,3,1,2,0,4,0,4,0,2,2,1,1,4,2,0,1,3,0,0,0,0,89,72
250,6279750,370750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4,8
250,6279750,373500,1,1,0,1,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,3,1,1,1,1,0,1,0,1,0,1,0,0,2,0,1,1,20,29
250,6279750,577250,2,1,1,2,1,1,0,1,0,1,1,0,2,3,3,0,3,1,0,3,0,1,0,0,1,0,1,3,3,0,1,4,2,2,1,3,0,1,0,2,52,51
250,6279750,581000,3,1,4,2,1,1,2,0,0,2,5,2,2,3,2,3,1,2,1,0,6,2,1,1,1,1,1,5,2,1,2,3,1,2,4,1,1,2,3,0,69,77
250,6279750,590750,1,3,5,2,2,0,4,2,2,3,3,1,3,0,1,2,2,1,3,0,2,1,1,2,1,1,4,0,1,2,2,3,3,3,7,2,2,2,2,3,70,84
250,6280000,373500,2,2,2,1,3,0,3,1,1,2,4,0,2,0,0,1,5,0,1,2,0,3,2,2,2,1,1,1,1,4,5,1,0,2,1,2,1,0,2,0,56,63
1000,6280000,475000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
1000,6280000,542000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
250,6280000,582000,4,4,5,8,6,2,4,4,5,2,4,6,3,2,3,2,7,2,4,8,4,7,2,7,1,3,3,4,9,3,2,6,1,4,2,3,2,4,2,4,159,158
250,6280250,362750,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,5
250,6280250,370750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
250,6280250,581750,7,5,4,9,6,1,6,7,8,3,9,9,6,9,8,7,6,6,7,8,6,11,2,7,3,5,5,3,7,7,7,8,3,10,10,10,2,5,5,8,266,255
250,6280250,582500,3,6,6,4,7,6,8,2,7,0,5,7,7,7,6,3,2,5,3,2,4,7,6,4,8,4,3,1,6,4,2,6,5,3,2,5,3,2,7,8,185,186
250,6280250,591250,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,11,13
250,6280500,370000,1,2,1,0,2,0,0,1,0,2,2,0,1,0,1,2,1,0,4,1,2,5,3,4,3,3,1,3,0,0,1,3,0,0,1,0,0,3,1,1,56,55
250,6280750,361000,1,1,1,1,0,1,0,0,1,1,0,1,2,0,0,0,1,2,0,1,0,2,1,1,1,0,1,2,0,1,1,2,1,1,1,0,0,0,0,1,28,30
250,6280750,372250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,5
250,6281000,365250,1,1,3,4,2,0,2,2,0,1,1,2,2,4,1,2,0,2,0,2,2,2,2,0,1,2,1,3,2,0,1,5,1,1,2,2,2,0,1,2,75,64
250,6281000,372000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,18,11
1000,6281000,376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1000,6281000,401000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
1000,6281000,540000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1000,6281000,542000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,6281000,582250,7,9,9,5,6,5,7,3,6,3,3,4,8,9,10,6,9,8,4,3,6,2,5,7,2,3,4,4,7,4,5,10,6,9,4,5,4,6,5,4,246,226
250,6281000,583500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,6281000,583750,0,6,1,5,1,5,4,1,5,3,2,3,1,3,1,5,4,1,1,3,4,1,1,2,4,1,1,3,4,3,2,5,2,3,3,1,3,5,3,5,129,111
1000,6281000,592000,2,2,0,2,0,0,0,1,1,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,1,14,21
